0.000000	0.000000	1.#QNAN0
0.000000	0.024544	1.#QNAN0
0.000000	0.049087	1.#QNAN0
0.000000	0.073631	1.#QNAN0
0.000000	0.098175	1.#QNAN0
0.000000	0.122718	1.#QNAN0
0.000000	0.147262	1.#QNAN0
0.000000	0.171806	1.#QNAN0
0.000000	0.196350	1.#QNAN0
0.000000	0.220893	1.#QNAN0
0.000000	0.245437	1.#QNAN0
0.000000	0.269981	1.#QNAN0
0.000000	0.294524	1.#QNAN0
0.000000	0.319068	1.#QNAN0
0.000000	0.343612	1.#QNAN0
0.000000	0.368155	1.#QNAN0
0.000000	0.392699	1.#QNAN0
0.000000	0.417243	1.#QNAN0
0.000000	0.441786	1.#QNAN0
0.000000	0.466330	1.#QNAN0
0.000000	0.490874	1.#QNAN0
0.000000	0.515418	1.#QNAN0
0.000000	0.539961	1.#QNAN0
0.000000	0.564505	1.#QNAN0
0.000000	0.589049	1.#QNAN0
0.000000	0.613592	1.#QNAN0
0.000000	0.638136	1.#QNAN0
0.000000	0.662680	1.#QNAN0
0.000000	0.687223	1.#QNAN0
0.000000	0.711767	1.#QNAN0
0.000000	0.736311	1.#QNAN0
0.000000	0.760854	1.#QNAN0
0.000000	0.785398	1.#QNAN0
0.000000	0.809942	1.#QNAN0
0.000000	0.834486	1.#QNAN0
0.000000	0.859029	1.#QNAN0
0.000000	0.883573	1.#QNAN0
0.000000	0.908117	1.#QNAN0
0.000000	0.932660	1.#QNAN0
0.000000	0.957204	1.#QNAN0
0.000000	0.981748	1.#QNAN0
0.000000	1.006291	1.#QNAN0
0.000000	1.030835	1.#QNAN0
0.000000	1.055379	1.#QNAN0
0.000000	1.079922	1.#QNAN0
0.000000	1.104466	1.#QNAN0
0.000000	1.129010	1.#QNAN0
0.000000	1.153554	1.#QNAN0
0.000000	1.178097	1.#QNAN0
0.000000	1.202641	1.#QNAN0
0.000000	1.227185	1.#QNAN0
0.000000	1.251728	1.#QNAN0
0.000000	1.276272	1.#QNAN0
0.000000	1.300816	1.#QNAN0
0.000000	1.325359	1.#QNAN0
0.000000	1.349903	1.#QNAN0
0.000000	1.374447	1.#QNAN0
0.000000	1.398990	1.#QNAN0
0.000000	1.423534	1.#QNAN0
0.000000	1.448078	1.#QNAN0
0.000000	1.472622	1.#QNAN0
0.000000	1.497165	1.#QNAN0
0.000000	1.521709	1.#QNAN0
0.000000	1.546253	1.#QNAN0
0.000000	1.570796	1.#QNAN0
0.000000	1.595340	1.#QNAN0
0.000000	1.619884	1.#QNAN0
0.000000	1.644427	1.#QNAN0
0.000000	1.668971	1.#QNAN0
